time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	ultrasonic_alt	baro_alt	flight_mode
134260	-1362	-5202	-691	-2.147796	-4.425775	0.9568925	0	11.46	4002	69	-174	-17	1.036738	0.5396575	3
134341	-814	215	-712	-6.052078	-4.00206	0.8925506	0	11.46	4003	-23	-41	0	1.04563	0.5307283	3
134420	-2866	-3835	-1215	-7.894054	-3.200113	0.8118534	0	11.46	4002	25	-153	-26	1.055903	0.524039	3
134537	-5026	-421	480	-4.545936	0.03663436	1.03387	0	11.46	4003	-15	121	0	1.063392	0.5237812	3
134650	-1069	-1403	600	-7.847331	4.126183	1.035918	0	10.83	4002	18	-82	-2	1.068851	0.527784	3
134743	-1059	-673	1672	-9.790627	1.217182	0.9092975	0	10.83	4004	17	11	19	1.072831	0.5307906	3
134793	-896	-3115	-745	-12.5992	-1.702751	1.125107	0	10.83	4002	3	113	-21	1.074865	0.5291247	3
134897	3531	2913	-209	-7.387128	-2.928982	1.234009	0	10.83	4002	-24	-96	21	1.077215	0.5237222	3
135080	341	3182	1051	-0.169617	-7.294373	1.913894	0	10.83	4002	-93	11	-36	1.080177	0.5313727	3
135188	299	3307	148	0.6060429	-9.670705	1.494453	0	10.83	4002	-69	-89	-25	1.081088	0.5489498	3
135248	-640	3138	866	-1.707762	-9.118775	1.274706	0	10.83	4003	26	37	-30	1.081751	0.566048	3
135303	-535	1947	-77	-3.854724	-10.21165	0.8345723	0	10.83	4004	146	-169	-19	1.082091	0.5747554	3
135355	1417	2275	-2097	-3.069911	-10.02902	0.7210124	0	10.83	4003	-30	-107	36	1.082366	0.5792331	3
135477	-511	-989	-2875	-2.429241	-9.53395	0.5350024	0	11.57	4003	-44	-94	12	1.082683	0.5807633	3
135633	-756	4153	-284	-3.867306	-8.02717	0.9934149	0	11.57	4002	5	121	-13	1.083033	0.5831357	3
135692	378	2123	-540	-3.725674	-11.5334	1.297705	0	11.57	4003	19	-48	-13	1.083128	0.5907885	3
135802	-291	2308	70	-3.16698	-9.829287	1.142516	0	11.57	4003	0	-7	0	1.083239	0.6043053	3
135903	1031	2746	864	-3.523832	-11.17888	0.7886401	0	11.57	4003	-6	1	10	1.08332	0.6273554	3
136014	-380	1065	-405	-4.813685	-10.76851	0.9098778	0	11.57	4002	49	-75	13	1.083379	0.6493447	3
136063	1234	624	453	-4.007515	-8.373325	1.26179	0	11.57	4004	-30	-34	-16	1.083409	0.6690573	3
136141	-684	666	-56	-3.306922	-6.739203	1.109392	0	11.57	4004	-22	-25	-4	1.083433	0.6940338	3
136235	2064	1170	166	-3.364269	-7.663774	1.114061	0	11.57	4003	-58	91	-5	1.083461	0.7303298	3
136386	-75	-2245	307	-3.642369	-3.661413	1.127798	0	11.23	4002	22	-112	2	1.083492	0.7921134	3
136474	324	163	161	-2.187013	-3.169011	1.050461	0	11.23	4002	-32	-3	-7	1.083504	0.8254519	3
136535	-852	-1822	-373	-3.423575	-2.083932	0.9653067	0	11.23	4003	14	-68	-4	1.083508	0.8408239	3
136624	1319	833	645	-3.552312	-2.583011	0.9287253	0	11.23	4003	-48	-18	4	1.083516	0.864906	3
136778	1054	621	-315	-4.099749	-3.589432	0.6954454	0	11.23	4004	-40	-5	-5	1.083524	0.906255	3
136853	289	-1303	-1070	-3.253718	-4.615313	1.084727	0	11.23	4002	16	-37	-4	1.083528	0.9151036	3
136950	-1787	-1413	99	-5.641911	-5.535049	1.503656	0	11.23	4003	52	-61	-6	1.08353	0.9116862	3
137067	-1299	-5451	-276	-6.085656	0.4395843	1.691984	0	11.23	4003	30	-87	-9	1.083532	0.899574	3
137180	-381	-318	57	-9.878639	1.924375	1.231256	0	11.23	4003	6	-71	-4	1.083534	0.8823872	3
137259	-670	-86	227	-9.314146	-2.959093	0.9920584	0	11.29	4002	63	-41	0	1.083534	0.8655298	3
137462	-220	-1259	-160	-4.816431	-1.650259	0.8700157	0	11.29	4004	47	-66	9	1.083536	0.7903098	3
137625	1051	-119	-549	-7.085287	-5.833265	0.6127197	0	11.29	4004	-27	4	-19	1.083536	0.7080981	3
137724	-3963	-1174	-458	-9.154589	-2.638981	0.290765	0	11.29	4003	15	17	-8	1.083536	0.6658584	3
137846	300	4006	-3310	0.1687361	-9.89143	2.706319	0	11.29	4003	-140	94	-95	1.083536	0.5920585	3
138012	5348	-281	921	-2.809647	-2.63824	1.451108	0	11.29	4007	-24	-126	-14	1.083536	0.5108994	3
138069	-523	1147	2074	-0.7390464	-4.725879	-0.3419965	0	11.29	4002	86	-10	64	1.083536	0.4810292	3
138216	4271	-1902	-1103	-4.860719	-1.931151	0.4736207	0	11.17	4002	-27	-150	3	1.083536	0.4456109	3
138446	831	1411	-1577	-5.916575	-8.716125	1.261332	0	11.17	4003	51	-97	5	1.083536	0.4345095	3
138611	1597	-3589	206	-3.838474	-6.657424	1.519638	0	11.17	4004	-18	-81	-3	1.083536	0.4454252	3
138755	1347	-693	-869	-3.563391	-2.910677	0.7437227	0	11.17	4004	-6	-8	-11	1.083536	0.466274	3
138877	-410	692	175	-4.529556	-2.109734	0.6433037	0	11.17	4004	59	-84	9	1.083536	0.4807436	3
138934	1309	2169	79	-4.063582	-7.811054	1.092684	0	11.17	4002	-15	-13	-10	1.083536	0.4843778	3
138987	170	-458	-309	-3.220341	-7.236428	1.339809	0	11.17	4003	37	-65	-1	1.083536	0.4821843	3
139161	260	2126	958	-2.352041	-8.598428	1.127211	0	10.43	4003	0	29	13	1.083536	0.4621738	3
139194	-638	770	-243	-2.657753	-8.200941	0.9315622	0	10.43	4003	26	-85	5	1.083536	0.4600947	3
139319	-2932	427	186	-6.278677	-5.567068	0.9734569	0	10.43	4004	-19	-36	0	1.083536	0.4566764	3
139471	-1861	-891	1054	-9.290751	-5.359501	1.44743	0	10.43	4004	15	-47	-4	1.083536	0.4619702	3
139689	1193	-126	614	-3.651094	-4.642498	1.198495	0	10.43	4004	-47	-49	-4	1.083536	0.4602974	3
139800	570	-1091	-1199	-2.9875	-2.201822	1.564305	0	10.43	4002	-35	-19	-31	1.083536	0.4590834	3
139950	-90	-534	207	-1.985869	-3.112652	1.490098	0	10.83	4003	5	-78	-18	1.083536	0.4518225	3
140006	169	3720	-1012	-2.787957	-2.648167	1.581981	0	10.83	4004	-22	-1	-27	1.083536	0.4513279	3
140174	685	11948	2724	-0.9583138	-10.72693	0.5270939	0	10.83	4003	56	70	32	1.083536	0.4675348	3
140269	-1872	-2314	1812	-0.5379573	-16.50937	-5.171109	0	10.83	4004	132	-14	216	1.083536	0.4789061	3
140393	3834	-6447	-3059	0.8871256	-6.990263	-0.7533188	0	10.83	4004	-72	-154	-19	1.083536	0.4940755	3
140508	1927	988	-818	-4.776438	-3.757083	3.290894	0	10.83	4004	21	95	-79	1.083536	0.4903252	3
140619	-1228	-2842	1321	0.7898735	-4.018116	3.879058	0	10.83	4004	35	-83	-68	1.083536	0.471077	3
140673	-2476	-1990	1406	-2.248335	-3.317911	2.649749	0	10.83	4003	155	-84	-29	1.083536	0.4598914	3
140782	1844	-1128	284	-0.3532154	-3.41173	1.092251	0	10.83	4004	-78	-24	0	1.083536	0.4465357	3
140860	-1896	-1454	-137	-2.753315	-4.534692	0.5353677	0	10.89	4003	1	-30	3	1.083536	0.432382	3
141073	344	-1219	-1643	-5.24615	-5.530214	1.983728	0	10.89	4003	-30	-48	-55	1.083536	0.4287753	3
141226	23	967	818	-1.483037	-5.635459	1.280349	0	10.89	4004	-35	1	3	1.083536	0.420818	3
141272	1503	820	143	-1.674834	-7.014885	1.123495	0	10.89	4002	-76	55	-6	1.083536	0.4134415	3
141347	458	-1087	485	-0.5532641	-7.944868	0.7939203	0	10.89	4002	-2	-100	15	1.083536	0.4047888	3
141455	-1586	987	-536	-1.877297	-6.807251	0.6499271	0	10.89	4004	-36	-90	-3	1.083536	0.3926902	3
141596	-137	2366	739	-7.532681	-6.248873	1.51819	0	10.89	4002	-1	-141	-34	1.083536	0.3775938	3
141645	-1802	2871	-66	-7.116092	-10.04893	1.597945	0	10.89	4003	-20	11	-26	1.083536	0.3700771	3
141742	961	589	524	-8.055712	-11.11567	1.487491	0	10.72	4003	-15	-30	-3	1.083536	0.3627969	3
141793	1940	-721	-1476	-6.819324	-8.086247	1.515312	0	10.72	4003	1	-142	-10	1.083536	0.3611208	3
141968	1400	-1156	1236	-4.621354	-8.801832	0.6151283	0	10.72	4002	-62	152	8	1.083536	0.3355181	3
142090	379	1854	265	-2.04935	-4.646758	0.6368294	0	10.72	4002	74	-324	-25	1.083536	0.3280783	3
142153	1283	627	-306	-2.407239	-4.443513	1.604208	0	10.72	4003	-59	-39	-18	1.083536	0.3284079	3
142213	-1346	-794	645	-3.061558	-4.561558	1.806506	0	10.72	4004	-34	32	-12	1.083536	0.3335008	3
142287	917	2883	659	-4.268628	-6.151524	2.147455	0	10.72	4004	-87	178	-36	1.083536	0.3343925	3
142387	-1551	-897	402	-3.660362	-7.741243	2.44685	0	10.72	4003	29	-59	-46	1.083536	0.3360788	3
142497	548	765	510	-1.686342	-2.293513	2.204424	0	10.72	4003	-39	0	-31	1.083536	0.3642124	3
142585	-960	923	833	-2.69533	-6.525375	0.8793744	0	10.89	4004	15	13	3	1.083536	0.3795453	3
142687	1132	-1903	-219	-1.841965	-3.910441	0.7458789	0	10.89	4003	-35	-43	10	1.083536	0.3956379	3
142813	1309	103	-1958	-4.014489	-4.875998	0.9127376	0	10.89	4003	-51	-2	-25	1.083536	0.415138	3
142881	719	-1527	-148	-3.380495	-3.841013	1.191192	0	10.89	4003	10	-65	-9	1.083536	0.4191099	3
142994	223	541	-362	-2.536055	-1.062458	1.235039	0	10.89	4003	-41	50	-14	1.083536	0.4289867	3
143083	417	212	-506	-1.344849	-5.408722	1.183368	0	10.89	4002	-30	25	-18	1.083536	0.4381826	3
143182	-664	-1890	166	-2.191576	-5.398379	0.945039	0	10.89	4002	18	-126	16	1.083536	0.4497501	3
143325	-360	-1610	-265	-1.904563	-3.177134	0.6019669	0	10.89	4009	-4	-49	13	1.083536	0.4600587	3
143383	-1080	-1548	-587	-2.451956	-2.169794	0.6672643	0	10.89	4003	-16	-50	3	1.083536	0.4613875	3
143597	-1686	205	-52	-9.344872	-10.71377	1.70354	0	10.83	4003	1	-53	-11	1.083536	0.4461339	3
143672	-816	327	-624	-8.444879	-8.43898	1.878661	0	10.83	4002	-55	29	-28	1.083536	0.4455054	3
143770	1292	282	193	-7.502997	-12.19539	1.56943	0	10.83	4002	-99	108	-15	1.083536	0.4488108	3
143851	-52	1114	-944	-2.544448	-12.28457	2.660351	0	10.83	4003	-17	3	-65	1.083536	0.4544652	3
144017	584	1268	495	1.211704	-9.132614	2.323716	0	10.83	4004	-37	8	-29	1.083536	0.4535513	3
144148	86	-631	974	0.1179314	-12.94124	1.391513	0	10.83	4004	-72	101	-3	1.083536	0.4414673	3
144221	-330	-3259	-593	-2.598457	-9.611003	1.416364	0	10.83	4003	-32	17	-33	1.083536	0.4362591	3
144309	2550	-809	-1625	-2.140577	-6.010166	1.059454	0	10.83	4003	-84	138	5	1.083536	0.428068	3
144491	1516	-2390	23	-2.976178	-5.774654	0.7210497	0	10.66	4003	-62	34	4	1.083536	0.4340626	3
144635	165	-935	-1020	-4.915127	-6.671962	0.8232207	0	10.66	4004	-38	36	-9	1.083536	0.4507689	3
144693	-778	-1007	-255	-5.169338	-5.86414	1.144805	0	10.66	4004	56	-63	-4	1.083536	0.4705424	3
144793	1556	2364	-1230	-3.999905	-8.038228	1.407931	0	10.66	4003	-19	-45	-11	1.083536	0.5008155	3
144864	639	444	999	-4.690094	-6.727827	1.307858	0	10.66	4003	24	-136	0	1.083536	0.5327052	3
144962	-162	984	396	-4.660227	-10.97985	1.675608	0	10.66	4003	64	-95	-13	1.083536	0.5479872	3
145074	-2230	-2534	242	-7.136503	-8.106917	2.055918	0	10.66	4004	7	-92	-8	1.083536	0.5541465	3
145154	283	156	1236	-6.948566	-9.506198	2.179789	0	10.66	4002	14	-131	-43	1.083536	0.5487292	3
145220	569	1303	440	-4.763469	-11.02498	2.420967	0	11	4003	-66	19	-39	1.083536	0.5460689	3
145287	-1550	-601	-409	-4.230117	-10.54815	2.38737	0	11	4003	28	-54	-24	1.083536	0.5418258	3
145409	-1373	-260	686	-4.623238	-9.6305	2.328609	0	11	4002	-13	-49	-28	1.083536	0.5214292	3
145506	-2408	-57	-994	-4.88206	-8.309004	2.2775	0	11	4002	-5	-4	-42	1.083536	0.4988114	3
145572	-2000	-529	-335	-5.522155	-8.497343	2.138202	0	11	4003	-78	21	-27	1.083536	0.4884442	3
145676	-2612	175	-18	-5.021919	-8.067939	1.633785	0	11	4002	2	-28	-13	1.083536	0.4626338	3
145773	-345	-253	-1441	-6.127198	-4.886153	1.694413	0	11	4003	-61	-7	-34	1.083536	0.454458	3
145918	-68	-1581	-1106	-4.57512	-8.376277	1.013955	0	11	4003	-31	-14	-18	1.083536	0.4419736	3
146005	2201	2495	626	-4.714768	-5.374923	1.380687	0	11	4002	-73	89	-37	1.083536	0.4375606	3
146082	105	195	-613	-2.436842	-7.143573	1.612805	0	11	4004	3	-14	-25	1.083536	0.4274457	3
146181	159	-987	583	-4.493232	-4.999433	1.686335	0	11.23	4003	-47	-28	-12	1.046046	0.4277668	4
146354	-377	-1094	1078	-5.823874	-5.067591	1.065842	0	11.23	4004	-21	-64	4	0.8947679	0.44083	4
146475	1038	4105	1516	-5.863554	-5.437739	0.6534502	0	11.23	4003	-21	-91	-28	0.8018715	0.4650308	4
146545	-1496	4271	700	-7.089925	-11.55265	0.3996233	0	11.23	4002	69	-93	28	0.7535924	0.4789894	4
146604	2073	3238	-905	-7.146533	-13.10685	1.223736	0	11.23	4003	-73	41	11	0.66914	0.4931936	4
146685	1664	4594	-146	-4.862856	-17.68694	1.187951	0	11.23	4002	51	-65	-13	0.5826415	0.5005432	4
146841	3117	1397	-127	2.309056	-19.92079	1.256373	0	11.23	4003	41	-31	-19	0.4407459	0.4809852	4
146936	-9695	-1040	-9443	-12.18445	-14.09027	7.125565	0	11.23	4003	354	10	-400	0.3663857	0.4556236	4
147021	5400	-334	-2523	-18.23875	-11.06229	19.27861	0	10.49	4003	-144	-1	-400	0.3183044	0.4146587	4
147077	3426	5191	4102	-9.092253	-12.48447	17.01337	0	10.49	4003	-118	150	-232	0.3061278	0.4072532	4
147165	268	-5260	5234	-2.137682	-8.656993	7.229905	0	10.49	4004	19	-6	-43	0.3042568	0.38347	4
147273	7005	-2975	2928	3.774245	1.782423	1.100205	0	10.49	4003	-136	90	126	0.3398467	0.3735963	4
147410	-246	1964	-118	-0.7817092	1.077641	1.086837	0	10.49	4003	16	-8	2	0.4726982	0.3879422	4
147444	906	874	-1999	-0.8153682	-0.3894247	2.069933	0	10.49	4004	-7	-30	-3	0.4254283	0.4005138	4
147548	-6675	-3709	301	-8.423272	-0.7457953	3.930746	0	10.49	4002	12	-30	-9	0.6211215	0.4416645	4
147640	-3435	-4024	1053	-13.14094	1.493745	4.431005	0	10.49	4003	-23	-131	-11	0.7593898	0.4824455	4
147704	-4948	-3941	584	-15.60895	0.393202	4.256641	0	10.49	4002	31	-77	-11	0.8293195	0.5028269	4
147835	-1393	-2326	1541	-16.70519	0.9909139	3.944066	0	10.49	4002	-42	164	15	0.9621746	0.53259	4
147929	1037	438	1471	-13.83011	-0.1082482	3.715438	0	10.94	4003	-90	97	-2	1.014169	0.5547234	4
148008	1108	-3130	-972	-10.13734	0.1717243	3.607035	0	10.94	4004	-70	-4	-16	1.111327	0.5945373	4
148119	3510	54	-806	-6.703732	0.01184351	3.888768	0	10.94	4002	-6	-114	17	1.089295	0.6355509	4
148260	2584	-1519	420	0.5951838	-6.845662	3.808155	0	10.94	4002	-6	-48	-7	1.012508	0.7218732	4
148356	-97	2188	837	0.4465424	-7.376185	3.39533	0	10.94	4003	-7	48	7	1.052578	0.7483846	4
148484	4413	2794	-455	1.34777	-12.80138	3.874754	0	10.94	4002	-80	12	-19	1.082737	0.7996103	4
148532	2562	806	448	1.971414	-13.74524	3.934582	0	10.94	4004	80	-114	-3	1.109152	0.8282883	4
148663	72	1462	-499	1.899581	-12.2512	3.813529	0	10.94	4004	3	-61	-7	1.10407	0.8605564	4
148813	1122	-801	640	-3.20951	-11.68898	3.867716	0	10.72	4003	9	-81	-3	1.040757	0.8896554	4
149076	48	901	-1195	-5.647976	-8.410676	3.686448	0	10.72	4002	-45	33	-25	1.087275	0.8609353	4
149176	-98	-322	446	-6.655806	-9.939611	3.711182	0	10.72	4004	-100	76	9	1.146124	0.8184597	4
149247	-203	-522	277	-4.669308	-9.057193	3.888906	0	10.72	4002	50	-44	-30	1.044785	0.7727143	4
149309	-3181	-737	950	-2.967966	-9.271329	4.090643	0	10.72	4004	30	-95	0	1.037632	0.7348996	4
149418	-3953	-3909	-1137	-6.726309	-5.313587	4.322582	0	10.72	4003	90	-233	-36	1.025249	0.6880935	4
149512	-2893	1977	1050	-9.523092	-5.662148	4.116994	0	10.72	4003	3	103	-12	1.041538	0.6553704	4
149655	-768	-2124	1064	-9.525386	0.1964625	4.091055	0	10.72	4002	-22	53	-8	1.016542	0.5916707	4
149722	-631	1647	1716	-9.769862	-1.836112	3.893401	0	9.87	4004	31	102	23	1.008221	0.5731043	4
149871	5519	-124	-1131	-1.783505	-5.64889	4.269565	0	9.87	4002	-3	-31	-3	0.8552798	0.516784	4
149922	807	1466	-5	2.34648	-9.068918	3.588807	0	9.87	4004	11	63	-12	0.8481616	0.509563	4
150052	-1694	-109	-37	-0.3111551	-8.231256	4.445274	0	9.87	4003	52	-65	-18	0.7699697	0.4948757	4
150173	2816	1064	-113	-2.438366	-9.909473	4.787956	0	9.87	4004	-86	24	-20	0.7136496	0.4814831	4
150237	1036	-15	765	0.2690819	-8.711955	4.517249	0	9.87	4003	43	-25	-24	0.6786135	0.4745148	4
150353	4179	1463	749	0.6093058	-9.850518	4.60969	0	9.87	4002	-110	-12	-16	0.6242857	0.4669615	4
150511	809	320	-575	-0.5159595	-6.574254	7.479403	0	9.87	4002	-144	265	-116	0.5105581	0.4249095	4
150569	1692	2025	-702	1.693539	-8.343149	7.474723	0	9.87	4004	-45	106	-67	0.4796173	0.4041697	4
150664	-3521	34	-320	-1.758863	-6.509402	5.609247	0	10.66	4002	89	-87	-36	0.4459822	0.3653094	4
150741	1577	2207	940	-1.15741	-8.097637	3.788858	0	10.66	4004	29	-139	19	0.436194	0.3066505	4
150816	-3403	-3259	820	-1.236813	-7.071308	3.373587	0	10.66	4003	135	-265	14	0.4453372	0.2743917	4
150914	-370	2682	848	-3.417003	-7.741556	3.65213	0	10.66	4003	114	-68	-18	0.4675196	0.2437413	4
150970	924	372	-168	-3.632085	-7.958945	3.782563	0	10.66	4004	-47	-97	15	0.5078578	0.2165312	4
151075	1047	2292	-446	-2.690104	-8.937631	3.606391	0	10.66	4004	-103	106	-18	0.5809202	0.1872085	4
151168	440	-185	250	-1.51003	-7.957683	3.706776	0	10.66	4002	-29	120	-5	0.5442629	0.1814742	4
151290	443	-2265	-165	-3.530025	-7.74769	3.561212	0	10.66	4004	-42	0	10	0.7290719	0.1948782	4
151386	-1479	-3440	680	-5.666576	-1.470608	3.301644	0	10.66	4004	-11	36	32	0.7994558	0.2078924	4
151553	-477	-1526	403	-6.365047	-4.296361	3.222742	0	10.43	4004	65	-124	2	0.9662386	0.2479402	4
151607	452	-98	616	-5.704165	-4.753829	3.285222	0	10.43	4004	-59	85	7	1.015115	0.2773066	4
151676	-156	-1445	-1302	-4.946549	-4.356655	3.465641	0	10.43	4003	11	-116	-3	1.053366	0.309939	4
151793	19	-551	1057	-5.28697	-5.944429	3.744027	0	10.43	4003	24	-70	6	1.088095	0.3825715	4
151883	7	-1630	670	-6.228467	-3.751923	3.622298	0	10.43	4003	-4	-87	4	1.083056	0.4324571	4
152005	74	-432	-299	-4.65326	-3.666257	3.378915	0	10.43	4003	8	-68	5	1.10006	0.500452	4
152116	214	-941	-277	-4.866339	-2.892794	3.381052	0	10.43	4003	9	-67	-2	1.106094	0.5567297	4
152276	-385	999	15	-4.436403	-3.830855	3.319572	0	10.43	4004	7	-36	3	1.121722	0.6354981	4
152358	-254	1287	153	-4.61181	-6.461673	3.407255	0	10.43	4004	10	-58	3	1.158408	0.6740723	4
152430	116	2052	-655	-4.174405	-7.258513	3.656179	0	10.89	4003	-16	-55	-12	1.089848	0.6963323	4
152523	272	1799	-296	-5.798013	-8.829473	3.846877	0	10.89	4002	13	-49	-8	1.15329	0.72944	4
152545	272	1799	-296	-5.798013	-8.829473	3.846877	0	10.89	4002	-23	9	-19	1.145869	0.7328489	4
152732	810	2940	745	-7.302245	-10.15376	3.517061	0	10.89	4003	-32	0	13	1.220857	0.7265183	4
152823	-715	1329	210	-5.387135	-10.8406	3.145098	0	10.89	4003	-21	45	7	1.210919	0.6924791	4
152869	78	693	-4	-6.278079	-12.48225	3.515168	0	10.89	4004	-8	-98	5	1.210919	0.6924791	4
153025	932	3061	1866	-6.475145	-10.80597	3.900368	0	10.89	4002	16	6	-26	1.15304	0.6200753	4
153096	-926	-1060	-2324	-5.422493	-8.865914	4.347975	0	10.89	4004	104	-98	-34	1.118592	0.5882598	4
153225	197	-1847	-689	-3.704001	-4.652342	5.176105	0	10.89	4003	46	-85	-42	1.006943	0.5226868	4
153304	563	-349	-396	-1.175553	-3.515855	5.094138	0	9.98	4003	-27	213	-9	0.9339625	0.4871386	4
153359	1062	-1124	1553	0.9172699	-3.043819	4.381728	0	9.98	4003	27	-111	-23	0.8599996	0.4657392	4
153443	2098	-210	1879	0.9707266	-2.238437	3.662116	0	9.98	4004	-29	46	5	0.7671128	0.4099024	4
153567	880	-1607	116	-0.8539859	-0.4053794	1.761231	0	9.98	4002	-45	32	54	0.6354089	0.3805552	4
153644	341	403	945	-2.339479	-0.1263661	1.62746	0	9.98	4009	-71	115	48	0.5589715	0.3629681	4
153795	2093	725	-113	-4.156505	-2.008137	1.977308	0	9.98	4002	-84	128	26	0.4555984	0.3424836	4
153884	-685	296	-132	-5.879879	-4.687742	1.906978	0	9.98	4004	11	49	12	0.4089839	0.3320989	4
153945	479	253	-842	-6.642903	-4.403382	2.18076	0	9.98	4004	-41	-30	33	0.3859546	0.3253912	4
154067	-622	-677	816	-7.960001	-4.292253	1.92088	0	9.98	4003	26	-97	33	0.3535579	0.3040526	4
154115	-1970	1298	277	-8.435517	-3.663114	1.891948	0	9.98	4002	-31	132	19	0.3540936	0.2958798	4
154265	1409	1530	-1187	-11.13822	-5.642607	2.006284	0	10.77	4004	-87	-21	51	0.3469778	0.2822708	4
154363	-1244	2541	-1676	-9.240659	-7.029851	2.054011	0	10.77	4004	11	13	44	0.3806643	0.2686291	4
154438	1850	3504	4	-9.238262	-9.259549	3.134236	0	10.77	4002	-112	62	6	0.4262291	0.241457	4
154515	-335	686	-1565	-6.666654	-9.835857	4.196203	0	10.77	4003	-30	-4	-47	0.445086	0.2299311	4
154608	346	1641	-795	-7.99268	-8.560082	4.818111	0	10.77	4002	-46	100	-44	0.4987398	0.2152047	4
154714	-73	-1237	350	-5.456769	-7.746693	4.24473	0	10.77	4002	-21	-53	-3	0.5190462	0.2035773	4
154805	-516	129	661	-5.235363	-4.385339	2.93187	0	10.77	4003	19	-34	32	0.6500983	0.1981245	4
154937	-176	-1836	-826	-9.197429	-5.30863	3.033877	0	10.77	4004	-33	-9	33	0.731461	0.2133524	4
155035	438	2451	1319	-8.228168	-5.379785	3.320031	0	10.89	4003	-86	154	17	0.7604917	0.218665	4
155119	-396	-903	-922	-8.110345	-6.427276	3.897158	0	10.89	4003	-10	-26	-30	0.8493384	0.223429	4
155230	737	940	804	-7.795717	-6.902756	3.894326	0	10.89	4003	43	-129	-3	0.8851991	0.2311058	4
155368	-673	-1534	-610	-5.381112	-3.836998	3.725541	0	10.89	4004	-5	-47	-10	0.9707147	0.2428389	4
155413	487	-1142	-219	-5.694819	-3.016002	3.570589	0	10.89	4003	28	-104	9	1.009616	0.2498086	4
155587	-227	-1047	621	-6.157311	-1.980264	3.173061	0	10.89	4002	-14	9	-4	0.961483	0.2849933	4
155682	-381	932	-759	-6.098006	-3.807118	3.35014	0	10.89	4003	2	-13	-13	0.9557903	0.3002698	4
155727	-999	816	-125	-7.34061	-4.753244	3.375775	0	10.89	4002	0	-33	3	0.943176	0.3070719	4
155875	-605	2308	1536	-7.682311	-7.356443	3.078433	0	10.89	4002	12	-69	36	0.9963108	0.3243928	4
155973	-468	-980	-390	-7.638044	-9.025702	2.532591	0	11.34	4004	-64	-24	19	1.020562	0.3344116	4
156082	-169	-3808	-159	-8.68586	-4.842772	3.446965	0	11.34	4002	54	-104	4	0.992281	0.3395789	4
156167	-692	-3745	330	-8.16621	-4.052758	3.630522	0	11.34	4003	-18	-70	10	0.9378209	0.3331782	4
156293	702	-1483	-838	-6.644901	-1.063698	3.610423	0	11.34	4003	-32	6	-14	0.859449	0.3195964	4
156341	1470	872	-509	-5.451671	-1.428032	3.545104	0	11.34	4003	-23	18	-6	0.8294263	0.3151129	4
156462	-1002	1437	-949	-6.158561	-8.124327	3.959826	0	11.34	4003	50	-117	-20	0.7100893	0.2969115	4
156557	-196	2668	-203	-4.976278	-10.33268	5.219675	0	11.34	4003	19	-18	-38	0.6189014	0.2830157	4
156679	715	-1839	-876	-3.264865	-7.080567	5.296631	0	11.34	4002	-69	-70	-36	0.4553675	0.2402451	4
156736	-3457	-436	416	-7.073204	-2.280476	5.902341	0	11.34	4004	92	-106	-48	0.3926999	0.2121647	4
156872	1037	469	1628	1.704513	-5.4046	4.786691	0	10.55	4004	-174	54	-38	0.2906739	0.1366318	4
156944	888	-1194	1373	2.301227	-6.518405	3.741245	0	10.55	4003	28	-169	18	0.272968	0.1054496	4
157089	307	3115	-875	-0.03338634	-8.703483	3.265971	0	10.55	4004	4	40	-11	0.3030118	0.07968174	4
157212	1551	-348	83	-4.19075	-8.783383	4.394491	0	10.55	4003	-60	67	-2	0.3712967	0.07176391	4
157313	3819	2211	-889	-1.896598	-8.304116	4.798212	0	10.55	4002	-91	66	-43	0.4686408	0.06991538	4
157450	-1199	-1944	85	1.64263	-7.833389	3.869365	0	10.55	4003	30	-27	-10	0.6243504	0.08032243	4
157590	-578	322	647	-2.068252	-9.525896	3.857586	0	10.55	4003	65	-52	-10	0.7018526	0.09872384	4
157706	185	-1163	857	-2.698692	-8.12568	4.123634	0	11.06	4003	-8	-63	-8	0.8902323	0.1469246	4
157829	-99	97	43	-4.760938	-6.907147	4.026962	0	11.06	4003	-1	-40	-8	0.9185077	0.1728361	4
157888	-1374	-1823	938	-5.917297	-6.574443	3.700449	0	11.06	4003	46	-87	6	0.9512525	0.1970416	4
157999	239	-436	688	-6.31201	-5.873088	3.358132	0	11.06	4002	-16	-46	7	1.00867	0.2286549	4
158133	274	-460	280	-5.795113	-7.179401	3.277629	0	11.06	4003	-3	-47	14	0.9739206	0.2763133	4
158200	613	497	-985	-5.420767	-6.789066	3.243474	0	11.06	4003	-40	22	16	1.028187	0.2980497	4
158367	-101	-853	-531	-6.044852	-9.325125	2.9105	0	11.06	4004	-25	-6	-2	1.084431	0.3340451	4
158439	423	-604	671	-5.095899	-7.945408	2.955085	0	11.06	4004	21	-125	32	1.075808	0.3529531	4
158517	-202	149	663	-3.44465	-7.214217	2.737009	0	11.06	4002	-9	-71	30	1.066445	0.3628914	4
158624	-305	-623	311	-2.300608	-5.790439	2.669471	0	11.34	4003	49	-115	-9	0.9814016	0.3794854	4
